.08:31:02.417 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [zw.co.cassavasmartech.ecocashchatbotcore.EcocashChatbotCoreApplicationTests], using SpringBootContextLoader 
.08:31:04.482 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 258 ms. Found 9 JPA repository interfaces. 
.08:31:04.992 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@73fb1d7f' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
.08:31:05.015 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
.08:31:05.381 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.32.Final 
.08:31:05.575 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final} 
.08:31:05.896 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting... 
.08:31:06.076 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed. 
.08:31:06.121 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL55Dialect 
.08:31:06.197 INFO  o.h.e.b.internal.EnversServiceImpl - Envers integration enabled? : true 
.08:31:08.607 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] 
.08:31:08.615 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default' 
.08:31:08.756 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning 
.08:31:08.968 INFO  o.s.s.l.DefaultSpringSecurityContextSource -  URL 'ldap://192.168.101.47:389', root DN is '' 
.08:31:10.478 INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Ant [pattern='/dialogflow/**'] with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3ffe74da, org.springframework.security.web.context.SecurityContextPersistenceFilter@3140ad41, org.springframework.security.web.header.HeaderWriterFilter@69b80603, org.springframework.security.web.authentication.logout.LogoutFilter@3fd21272, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@4cd9ee2c, zw.co.cassavasmartech.ecocashchatbotcore.security.CustomFilter@359a2c96, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@61c3d7ac, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@79e15c4a, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1dbf727a, org.springframework.security.web.session.SessionManagementFilter@5a5a973c, org.springframework.security.web.access.ExceptionTranslationFilter@3d605657, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@247a8411] 
.08:31:10.481 INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@f0d01c9, org.springframework.security.web.context.SecurityContextPersistenceFilter@54ec8ab3, org.springframework.security.web.header.HeaderWriterFilter@2de82bf8, org.springframework.security.web.authentication.logout.LogoutFilter@70044113, zw.co.cassavasmartech.ecocashchatbotcore.security.JWTFilter@3c38e2bf, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@71b32407, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1d686622, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@205b73d8, org.springframework.security.web.session.SessionManagementFilter@7804a783, org.springframework.security.web.access.ExceptionTranslationFilter@4acdf6e7, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@10f192d8] 
.08:31:11.438 INFO  o.s.d.r.c.DeferredRepositoryInitializationListener - Triggering deferred initialization of Spring Data repositories… 
.08:31:12.373 INFO  o.s.d.r.c.DeferredRepositoryInitializationListener - Spring Data repositories initialized! 
.08:31:12.392 INFO  z.c.c.e.EcocashChatbotCoreApplicationTests - Started EcocashChatbotCoreApplicationTests in 9.676 seconds (JVM running for 10.683) 
.08:31:12.566 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default' 
.08:31:12.568 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated... 
.08:31:12.580 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed. 
.09:03:43.833 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [zw.co.cassavasmartech.ecocashchatbotcore.EcocashChatbotCoreApplicationTests], using SpringBootContextLoader 
.09:03:43.838 INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [zw.co.cassavasmartech.ecocashchatbotcore.EcocashChatbotCoreApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}. 
.09:03:43.839 INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [zw.co.cassavasmartech.ecocashchatbotcore.EcocashChatbotCoreApplicationTests]: EcocashChatbotCoreApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration. 
.09:03:43.944 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration zw.co.cassavasmartech.ecocashchatbotcore.EcocashChatbotCoreApplication for test class zw.co.cassavasmartech.ecocashchatbotcore.EcocashChatbotCoreApplicationTests 
.09:03:44.035 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener] 
.09:03:44.055 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@791d1f8b, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@2415fc55, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@14f232c4, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@13bc8645, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@24c22fe, org.springframework.test.context.support.DirtiesContextTestExecutionListener@93081b6, org.springframework.test.context.transaction.TransactionalTestExecutionListener@cd1e646, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@7ba8c737, org.springframework.test.context.event.EventPublishingTestExecutionListener@1890516e, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@15a04efb, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@16c069df, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@2bec854f, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@31edaa7d, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@26adfd2d, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@3336e6b6, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@7c3fdb62, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@205d38da] 
.09:03:44.344 INFO  z.c.c.e.EcocashChatbotCoreApplicationTests - Starting EcocashChatbotCoreApplicationTests using Java 1.8.0_271 on LAPTOP-1JQH6S1S with PID 23296 (started by Kudzai Macheyo in C:\Users\Kudzai Macheyo\IdeaProjects\ecocash-chatbot-core) 
.09:03:44.344 INFO  z.c.c.e.EcocashChatbotCoreApplicationTests - The following profiles are active: dev 
.09:03:44.354 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.0.Final 
.09:03:45.610 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode! 
.09:03:45.612 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFERRED mode. 
.09:03:45.879 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 252 ms. Found 9 JPA repository interfaces. 
.09:03:46.547 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@19f7222e' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
.09:03:46.574 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
.09:03:47.042 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.32.Final 
.09:03:47.207 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final} 
.09:03:47.522 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting... 
.09:03:47.710 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed. 
.09:03:47.755 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL55Dialect 
.09:03:47.817 INFO  o.h.e.b.internal.EnversServiceImpl - Envers integration enabled? : true 
.09:03:50.504 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] 
.09:03:50.515 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default' 
.09:03:50.670 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning 
.09:03:50.911 INFO  o.s.s.l.DefaultSpringSecurityContextSource -  URL 'ldap://192.168.101.47:389', root DN is '' 
.09:03:52.697 INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Ant [pattern='/dialogflow/**'] with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@820b78a, org.springframework.security.web.context.SecurityContextPersistenceFilter@498f5728, org.springframework.security.web.header.HeaderWriterFilter@38834000, org.springframework.security.web.authentication.logout.LogoutFilter@79e15c4a, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@2569afda, zw.co.cassavasmartech.ecocashchatbotcore.security.CustomFilter@6a9ac8b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@46610fc9, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6318ff9, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7683ea43, org.springframework.security.web.session.SessionManagementFilter@7bf16972, org.springframework.security.web.access.ExceptionTranslationFilter@47b494ce, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5c46a957] 
.09:03:52.700 INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@71b32407, org.springframework.security.web.context.SecurityContextPersistenceFilter@6b063695, org.springframework.security.web.header.HeaderWriterFilter@75312c94, org.springframework.security.web.authentication.logout.LogoutFilter@1631dbbc, zw.co.cassavasmartech.ecocashchatbotcore.security.JWTFilter@1d686622, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@43edd2ea, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3fc4038f, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@400df2b3, org.springframework.security.web.session.SessionManagementFilter@140cfc5f, org.springframework.security.web.access.ExceptionTranslationFilter@3cd28235, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@54ec8ab3] 
.09:03:54.212 INFO  o.s.d.r.c.DeferredRepositoryInitializationListener - Triggering deferred initialization of Spring Data repositories… 
.09:03:55.960 INFO  o.s.d.r.c.DeferredRepositoryInitializationListener - Spring Data repositories initialized! 
.09:03:55.989 INFO  z.c.c.e.EcocashChatbotCoreApplicationTests - Started EcocashChatbotCoreApplicationTests in 11.898 seconds (JVM running for 12.866) 
.09:03:56.379 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default' 
.09:03:56.384 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated... 
.09:03:56.404 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed. 
.10:41:39.528 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [zw.co.cassavasmartech.ecocashchatbotcore.EcocashChatbotCoreApplicationTests], using SpringBootContextLoader 
.10:41:39.556 INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [zw.co.cassavasmartech.ecocashchatbotcore.EcocashChatbotCoreApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}. 
.10:41:39.558 INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [zw.co.cassavasmartech.ecocashchatbotcore.EcocashChatbotCoreApplicationTests]: EcocashChatbotCoreApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration. 
.10:41:39.810 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration zw.co.cassavasmartech.ecocashchatbotcore.EcocashChatbotCoreApplication for test class zw.co.cassavasmartech.ecocashchatbotcore.EcocashChatbotCoreApplicationTests 
.10:41:40.091 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener] 
.10:41:40.150 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@791d1f8b, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@2415fc55, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@14f232c4, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@13bc8645, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@24c22fe, org.springframework.test.context.support.DirtiesContextTestExecutionListener@93081b6, org.springframework.test.context.transaction.TransactionalTestExecutionListener@cd1e646, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@7ba8c737, org.springframework.test.context.event.EventPublishingTestExecutionListener@1890516e, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@15a04efb, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@16c069df, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@2bec854f, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@31edaa7d, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@26adfd2d, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@3336e6b6, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@7c3fdb62, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@205d38da] 
.10:41:40.932 INFO  z.c.c.e.EcocashChatbotCoreApplicationTests - Starting EcocashChatbotCoreApplicationTests using Java 1.8.0_271 on LAPTOP-1JQH6S1S with PID 3948 (started by Kudzai Macheyo in C:\Users\Kudzai Macheyo\IdeaProjects\ecocash-chatbot-core) 
.10:41:40.933 INFO  z.c.c.e.EcocashChatbotCoreApplicationTests - The following profiles are active: dev 
.10:41:40.952 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.0.Final 
.10:41:42.622 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode! 
.10:41:42.622 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFERRED mode. 
.10:41:43.921 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 1280 ms. Found 9 JPA repository interfaces. 
.10:41:45.176 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@49ede9c7' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
.10:41:45.206 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
.10:41:45.566 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.32.Final 
.10:41:45.787 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final} 
.10:41:46.452 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting... 
.10:41:46.761 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed. 
.10:41:46.831 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL55Dialect 
.10:41:46.927 INFO  o.h.e.b.internal.EnversServiceImpl - Envers integration enabled? : true 
.10:41:51.781 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] 
.10:41:51.798 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default' 
.10:41:52.158 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning 
.10:41:52.610 INFO  o.s.s.l.DefaultSpringSecurityContextSource -  URL 'ldap://192.168.101.47:389', root DN is '' 
.10:41:55.891 INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Ant [pattern='/dialogflow/**'] with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3fc4038f, org.springframework.security.web.context.SecurityContextPersistenceFilter@71a7cf7c, org.springframework.security.web.header.HeaderWriterFilter@46610fc9, org.springframework.security.web.authentication.logout.LogoutFilter@401002ce, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@3cd28235, zw.co.cassavasmartech.ecocashchatbotcore.security.CustomFilter@4cd9ee2c, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5b29d699, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3f2d2f22, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1631dbbc, org.springframework.security.web.session.SessionManagementFilter@2dd46693, org.springframework.security.web.access.ExceptionTranslationFilter@3d1c8f35, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1812b564] 
.10:41:55.899 INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2643ed03, org.springframework.security.web.context.SecurityContextPersistenceFilter@47f416d0, org.springframework.security.web.header.HeaderWriterFilter@6ffa8126, org.springframework.security.web.authentication.logout.LogoutFilter@2de82bf8, zw.co.cassavasmartech.ecocashchatbotcore.security.JWTFilter@17d45cfb, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@21be80f6, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1af6d656, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1fb00a6d, org.springframework.security.web.session.SessionManagementFilter@23ee70a7, org.springframework.security.web.access.ExceptionTranslationFilter@1dbf727a, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@608c7b5b] 
.10:41:57.876 INFO  o.s.d.r.c.DeferredRepositoryInitializationListener - Triggering deferred initialization of Spring Data repositories… 
.10:41:59.616 INFO  o.s.d.r.c.DeferredRepositoryInitializationListener - Spring Data repositories initialized! 
.10:41:59.647 INFO  z.c.c.e.EcocashChatbotCoreApplicationTests - Started EcocashChatbotCoreApplicationTests in 19.403 seconds (JVM running for 21.788) 
.10:42:00.002 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default' 
.10:42:00.002 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated... 
.10:42:00.046 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed. 
.10:55:31.730 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [zw.co.cassavasmartech.ecocashchatbotcore.EcocashChatbotCoreApplicationTests], using SpringBootContextLoader 
